'000000000000100F,0,0,0, ,2
'0000000000203C00,0,0,1, ,2
'0000000020780000,0,0,2, ,2
'0000001078000000,0,0,3, ,2
'0000043C00000000,0,0,4, ,2
'00008F0000000000,0,0,5,x,2
'0009E00000000000,0,0,6, ,2
'000000000000201E,0,1,0, ,2
'0000000000407800,0,1,1, ,2
'0000000040F00000,0,1,2, ,2
'00000020F0000000,0,1,3, ,2
'0000087800000000,0,1,4,x,2
'00011E0000000000,0,1,5, ,2
'000000000000403C,0,2,0, ,2
'000000000080F000,0,2,1, ,2
'0000000081E00000,0,2,2, ,2
'00000041E0000000,0,2,3,x,2
'000010F000000000,0,2,4, ,2
'0000000000008078,0,3,0, ,2
'000000000101E000,0,3,1, ,2
'0000000103C00000,0,3,2,x,2
'00000083C0000000,0,3,3, ,2
'00000000000100F0,0,4,0, ,2
'000000000203C000,0,4,1,x,2
'0000000207800000,0,4,2, ,2
'00000000000201E0,0,5,0,x,2
'0000000004078000,0,5,1, ,2
'00000000000403C0,0,6,0, ,2
'0000000010180802,1,0,0,x,2
'0000000818100800,1,0,1, ,2
'0000020C10100000,1,0,2, ,2
'0000430810000000,1,0,3, ,2
'0004620800000000,1,0,4,x,2
'0026420000000000,1,0,5,x,2
'0000000020301004,1,1,0, ,2
'0000001030201000,1,1,1, ,2
'0000041820200000,1,1,2, ,2
'0000861020000000,1,1,3, ,2
'0008C41000000000,1,1,4, ,2
'0000000040602008,1,2,0, ,2
'0000002060402000,1,2,1, ,2
'0000083040400000,1,2,2, ,2
'00010C2040000000,1,2,3, ,2
'0000000080C04010,1,3,0, ,2
'00000040C0804000,1,3,1, ,2
'0000106080800000,1,3,2, ,2
'0000000101808020,1,4,0, ,2
'0000008181008000,1,4,1, ,2
'0000000203010040,1,5,0,x,2
'0000000000003C02,2,0,0,x,2
'0000000000780800,2,0,1, ,2
'0000000078100000,2,0,2, ,2
'0000003C10000000,2,0,3, ,2
'00000F0800000000,2,0,4, ,2
'0001E20000000000,2,0,5,x,2
'0000000000007804,2,1,0, ,2
'0000000000F01000,2,1,1, ,2
'00000000F0200000,2,1,2, ,2
'0000007820000000,2,1,3, ,2
'00001E1000000000,2,1,4, ,2
'000000000000F008,2,2,0, ,2
'0000000001E02000,2,2,1, ,2
'00000001E0400000,2,2,2, ,2
'000000F040000000,2,2,3, ,2
'000000000001E010,2,3,0, ,2
'0000000003C04000,2,3,1, ,2
'00000003C0800000,2,3,2, ,2
'000000000003C020,2,4,0, ,2
'0000000007808000,2,4,1, ,2
'0000000000078040,2,5,0,x,2
'0000000008080C01,3,0,0, ,2
'0000000408180400,3,0,1, ,2
'0000010418080000,3,0,2, ,2
'0000210C08000000,3,0,3, ,2
'0002230400000000,3,0,4, ,2
'0012610000000000,3,0,5, ,2
'0056200000000000,3,0,6,x,2
'0000000010101802,3,1,0, ,2
'0000000810300800,3,1,1, ,2
'0000020830100000,3,1,2, ,2
'0000421810000000,3,1,3, ,2
'0004460800000000,3,1,4, ,2
'0024C20000000000,3,1,5,x,2
'0000000020203004,3,2,0, ,2
'0000001020601000,3,2,1, ,2
'0000041060200000,3,2,2, ,2
'0000843020000000,3,2,3, ,2
'00088C1000000000,3,2,4,x,2
